(Date) Time	Watts
5:27:28 PM	131.9
5:27:29 PM	131.9
5:27:30 PM	131.9
5:27:31 PM	131.9
5:27:32 PM	132
5:27:33 PM	132
5:27:34 PM	132
5:27:35 PM	132
5:27:36 PM	132
5:27:37 PM	132
5:27:38 PM	132.1
5:27:39 PM	132
5:27:40 PM	132
5:27:41 PM	131.9
5:27:42 PM	131.9
5:27:43 PM	131.9
5:27:44 PM	131.8
5:27:45 PM	131.8
5:27:46 PM	131.9
5:27:47 PM	131.9
5:27:48 PM	131.9
5:27:49 PM	132.2
5:27:50 PM	132.2
5:27:51 PM	132.1
5:27:52 PM	131.9
5:27:53 PM	131.9
5:27:54 PM	132
5:27:55 PM	131.9
5:27:56 PM	131.8
5:27:57 PM	131.7
5:27:58 PM	131.7
5:27:59 PM	131.6
5:28:00 PM	131.7
5:28:01 PM	131.7
5:28:02 PM	131.7
5:28:03 PM	131.6
5:28:04 PM	131.6
5:28:05 PM	131.6
5:28:06 PM	131.6
5:28:07 PM	131.6
5:28:08 PM	131.6
5:28:09 PM	131.7
5:28:10 PM	131.6
5:28:11 PM	131.6
5:28:12 PM	131.6
5:28:13 PM	131.6
5:28:14 PM	131.5
5:28:15 PM	131.5
5:28:16 PM	131.6
5:28:17 PM	131.6
5:28:18 PM	131.6
5:28:19 PM	131.6
5:28:20 PM	131.5
5:28:21 PM	131.4
5:28:22 PM	131.3
5:28:23 PM	131.2
5:28:24 PM	131.2
5:28:25 PM	131.1
5:28:26 PM	131.1
5:28:27 PM	131.1
5:28:28 PM	131.2
5:28:29 PM	131.1
5:28:30 PM	131
5:28:31 PM	131
5:28:32 PM	131
5:28:33 PM	131
5:28:34 PM	131
5:28:35 PM	131
5:28:36 PM	131
5:28:37 PM	131
5:28:38 PM	131
5:28:39 PM	131
5:28:40 PM	130.9
5:28:41 PM	131
5:28:42 PM	131
5:28:43 PM	131
5:28:44 PM	131
5:28:45 PM	131
5:28:46 PM	131
5:28:47 PM	131.1
5:28:48 PM	131.1
5:28:49 PM	131.1
5:28:50 PM	131
5:28:51 PM	131
5:28:52 PM	131.1
5:28:53 PM	131.1
5:28:54 PM	131.3
5:28:55 PM	131.2
5:28:56 PM	131.2
5:28:57 PM	131.2
5:28:58 PM	131.2
5:28:59 PM	131.2
5:29:00 PM	131.2
5:29:01 PM	131.2
5:29:02 PM	131.5
5:29:03 PM	131.5
5:29:04 PM	131.4
5:29:05 PM	131.4
5:29:06 PM	131.3
5:29:07 PM	131.3
5:29:08 PM	131.2
5:29:09 PM	131.2
5:29:10 PM	131.2
5:29:11 PM	131.1
5:29:12 PM	131
5:29:13 PM	131
5:29:14 PM	131
5:29:15 PM	131
5:29:16 PM	131
5:29:17 PM	131
5:29:18 PM	131
5:29:19 PM	131
5:29:20 PM	131
5:29:21 PM	131
5:29:22 PM	130.9
5:29:23 PM	130.9
5:29:24 PM	130.9
5:29:25 PM	130.9
5:29:26 PM	131
5:29:27 PM	131.1
5:29:28 PM	131.1
5:29:29 PM	131.2
5:29:30 PM	131.1
5:29:31 PM	131.1
5:29:32 PM	131
5:29:33 PM	131.1
5:29:34 PM	131.1
5:29:35 PM	131.1
5:29:36 PM	131.2
5:29:37 PM	131.1
5:29:38 PM	131.2
5:29:39 PM	131.2
5:29:40 PM	131.2
5:29:41 PM	131.3
5:29:42 PM	131.3
5:29:43 PM	131.3
5:29:44 PM	131.2
5:29:45 PM	131.1
5:29:46 PM	131.1
5:29:47 PM	131.2
5:29:48 PM	131.3
5:29:49 PM	131.6
5:29:50 PM	131.5
5:29:51 PM	131.5
5:29:52 PM	131.5
5:29:53 PM	131.4
5:29:54 PM	131.5
5:29:55 PM	131.4
5:29:56 PM	131.4
5:29:57 PM	131.3
5:29:58 PM	131.2
5:29:59 PM	131.1
5:30:00 PM	131.2
5:30:01 PM	131.1
5:30:02 PM	131
5:30:03 PM	136.6
5:30:04 PM	130.9
5:30:05 PM	130.9
5:30:06 PM	130.8
5:30:07 PM	130.8
5:30:08 PM	130.9
5:30:09 PM	130.9
5:30:10 PM	130.9
5:30:11 PM	130.8
5:30:12 PM	130.9
5:30:13 PM	130.9
5:30:14 PM	130.9
5:30:15 PM	130.8
5:30:16 PM	130.8
5:30:17 PM	130.8
5:30:18 PM	130.9
5:30:19 PM	130.9
5:30:20 PM	130.9
5:30:21 PM	130.8
5:30:22 PM	130.8
5:30:23 PM	130.8
5:30:24 PM	130.8
5:30:25 PM	130.9
5:30:26 PM	131.5
5:30:27 PM	131.8
5:30:28 PM	131.7
5:30:29 PM	131.7
5:30:30 PM	131.6
5:30:31 PM	131.5
5:30:32 PM	131.4
5:30:33 PM	131.3
5:30:34 PM	131.2
5:30:35 PM	131.2
5:30:36 PM	131.2
5:30:37 PM	131.1
5:30:38 PM	131.1
5:30:39 PM	131.1
5:30:40 PM	131.1
5:30:41 PM	131.1
5:30:42 PM	131.1
5:30:43 PM	131.1
5:30:44 PM	131.1
5:30:45 PM	131
5:30:46 PM	131
5:30:47 PM	131.1
5:30:48 PM	131.1
5:30:49 PM	131.2
5:30:50 PM	131.2
5:30:51 PM	131.2
5:30:52 PM	131.2
5:30:53 PM	131.2
5:30:54 PM	131.3
5:30:55 PM	131.3
5:30:56 PM	131.2
5:30:57 PM	131.3
5:30:58 PM	131.3
5:30:59 PM	131.4
5:31:00 PM	131.4
5:31:01 PM	131.4
5:31:02 PM	131.5
5:31:03 PM	131.7
5:31:04 PM	131.6
5:31:05 PM	131.5
5:31:06 PM	131.4
5:31:07 PM	131.3
5:31:08 PM	131.2
5:31:09 PM	131.1
5:31:10 PM	131.1
5:31:11 PM	131.1
5:31:12 PM	131.1
5:31:13 PM	131.2
5:31:14 PM	131.4
5:31:15 PM	131.4
5:31:16 PM	131.3
5:31:17 PM	131.4
5:31:18 PM	131.4
5:31:19 PM	131.3
5:31:20 PM	131.4
5:31:21 PM	131.4
5:31:22 PM	131.3
5:31:23 PM	131.5
5:31:24 PM	131.5
5:31:25 PM	131.4
5:31:26 PM	131.3
5:31:27 PM	131.3
5:31:28 PM	131.2
5:31:29 PM	131.4
5:31:30 PM	131.3
5:31:31 PM	131.3
5:31:32 PM	131.2
5:31:33 PM	131.2
5:31:34 PM	131.1
5:31:35 PM	131.2
5:31:36 PM	131.1
5:31:37 PM	131.1
5:31:38 PM	131.1
5:31:39 PM	131.1
5:31:40 PM	131.1
5:31:41 PM	131.1
5:31:42 PM	131.6
5:31:43 PM	131.5
5:31:44 PM	131.4
5:31:45 PM	131.5
5:31:46 PM	131.4
5:31:47 PM	131.4
5:31:48 PM	131.4
5:31:49 PM	131.3
5:31:50 PM	131.2
5:31:51 PM	131.2
5:31:52 PM	131.1
5:31:53 PM	131.2
5:31:54 PM	131.1
5:31:55 PM	131.1
5:31:56 PM	131.1
5:31:57 PM	131
5:31:58 PM	131
5:31:59 PM	131
5:32:00 PM	131.2
5:32:01 PM	131.2
5:32:02 PM	131.2
5:32:03 PM	131.2
5:32:04 PM	131.2
5:32:05 PM	131.2
5:32:06 PM	131.2
5:32:07 PM	131.2
5:32:08 PM	131.2
5:32:09 PM	131.3
5:32:10 PM	131.3
5:32:11 PM	131.3
5:32:12 PM	131.2
5:32:13 PM	131.1
5:32:14 PM	131
5:32:15 PM	131
5:32:16 PM	131.1
5:32:17 PM	131.1
5:32:18 PM	131.1
5:32:19 PM	131.2
5:32:20 PM	131.2
5:32:21 PM	131.2
5:32:22 PM	131.2
5:32:23 PM	131.2
5:32:24 PM	131.2
5:32:25 PM	131.2
5:32:26 PM	131.2
5:32:27 PM	131.2
5:32:28 PM	131.2
5:32:29 PM	131.2
5:32:30 PM	131.3
5:32:31 PM	131.2
5:32:32 PM	131.2
5:32:33 PM	131.2
5:32:34 PM	131.2
5:32:35 PM	131.1
5:32:36 PM	131.2
5:32:37 PM	131.1
5:32:38 PM	131
5:32:39 PM	131
5:32:40 PM	131
5:32:41 PM	131.2
5:32:42 PM	131.2
5:32:43 PM	131.2
5:32:44 PM	131.2
5:32:45 PM	131.2
5:32:46 PM	131.2
5:32:47 PM	131.3
5:32:48 PM	131.3
5:32:49 PM	131.3
5:32:50 PM	131.2
5:32:51 PM	131.1
5:32:52 PM	130.9
5:32:53 PM	130.9
5:32:54 PM	130.8
5:32:55 PM	130.8
5:32:56 PM	130.8
5:32:57 PM	130.9
5:32:58 PM	130.8
5:32:59 PM	130.8
5:33:00 PM	130.9
5:33:01 PM	131
5:33:02 PM	131
5:33:03 PM	131
5:33:04 PM	131.1
5:33:05 PM	131.1
5:33:06 PM	131.1
5:33:07 PM	131.1
5:33:08 PM	131.1
5:33:09 PM	131.2
5:33:10 PM	131.2
5:33:11 PM	131.1
5:33:12 PM	131.1
5:33:13 PM	131
5:33:14 PM	131
5:33:15 PM	131
5:33:16 PM	131
5:33:17 PM	131
5:33:18 PM	131
5:33:19 PM	131
5:33:20 PM	131
5:33:21 PM	130.9
5:33:22 PM	130.9
5:33:23 PM	130.9
5:33:24 PM	130.9
5:33:25 PM	131
5:33:26 PM	131
5:33:27 PM	130.9
5:33:28 PM	130.8
5:33:29 PM	131
5:33:30 PM	130.9
5:33:31 PM	130.9
5:33:32 PM	130.9
5:33:33 PM	130.8
5:33:34 PM	130.8
5:33:35 PM	130.8
5:33:36 PM	130.9
5:33:37 PM	130.9
5:33:38 PM	131
5:33:39 PM	131
5:33:40 PM	131.1
5:33:41 PM	131.2
5:33:42 PM	131.7
5:33:43 PM	131.9
5:33:44 PM	131.9
5:33:45 PM	131.8
5:33:46 PM	131.7
5:33:47 PM	131.6
5:33:48 PM	131.5
5:33:49 PM	131.5
5:33:50 PM	131.4
5:33:51 PM	131.4
5:33:52 PM	131.4
5:33:53 PM	131.3
5:33:54 PM	131.2
5:33:55 PM	131.2
5:33:56 PM	131.2
5:33:57 PM	131.1
5:33:58 PM	131
5:33:59 PM	131
5:34:00 PM	131.1
5:34:01 PM	131.1
5:34:02 PM	131.1
5:34:03 PM	131.2
5:34:04 PM	131.1
5:34:05 PM	131.1
5:34:06 PM	131.1
5:34:07 PM	131
5:34:08 PM	131
5:34:09 PM	130.9
5:34:10 PM	131
5:34:11 PM	130.9
5:34:12 PM	130.9
5:34:13 PM	130.8
5:34:14 PM	130.7
5:34:15 PM	130.6
5:34:16 PM	130.7
5:34:17 PM	130.8
5:34:18 PM	130.7
5:34:19 PM	130.7
5:34:20 PM	130.8
5:34:21 PM	130.7
5:34:22 PM	130.7
5:34:23 PM	130.6
5:34:24 PM	130.6
5:34:25 PM	130.6
5:34:26 PM	130.6
5:34:27 PM	130.6
5:34:28 PM	130.6
5:34:29 PM	130.6
5:34:30 PM	130.6
5:34:31 PM	130.7
5:34:32 PM	130.7
5:34:33 PM	130.7
5:34:34 PM	130.7
5:34:35 PM	130.6
5:34:36 PM	130.7
5:34:37 PM	130.7
5:34:38 PM	130.7
5:34:39 PM	131
5:34:40 PM	142.6
5:34:41 PM	130.5
5:34:42 PM	130.5
5:34:43 PM	130.6
5:34:44 PM	130.6
5:34:45 PM	130.7
5:34:46 PM	130.8
5:34:47 PM	130.7
5:34:48 PM	130.7
5:34:49 PM	131.1
5:34:50 PM	131.2
5:34:51 PM	131.2
5:34:52 PM	131.1
5:34:53 PM	131
5:34:54 PM	131
5:34:55 PM	131
5:34:56 PM	130.9
5:34:57 PM	130.9
5:34:58 PM	130.8
5:34:59 PM	130.9
5:35:00 PM	130.9
5:35:01 PM	130.9
5:35:02 PM	131
5:35:03 PM	131.1
5:35:04 PM	131.1
5:35:05 PM	131
5:35:06 PM	131.1
5:35:07 PM	131.1
5:35:08 PM	130.9
5:35:09 PM	131
5:35:10 PM	130.9
5:35:11 PM	130.9
5:35:12 PM	130.9
5:35:13 PM	130.9
5:35:14 PM	130.9
5:35:15 PM	130.9
5:35:16 PM	130.9
5:35:17 PM	131
5:35:18 PM	131.1
5:35:19 PM	131.1
5:35:20 PM	131.1
5:35:21 PM	131.2
5:35:22 PM	131.1
5:35:23 PM	131.1
5:35:24 PM	131.1
5:35:25 PM	131.2
5:35:26 PM	131.2
5:35:27 PM	131.2
5:35:28 PM	131.2
5:35:29 PM	131.2
5:35:30 PM	131.3
5:35:31 PM	131.2
5:35:32 PM	131.2
5:35:33 PM	131.2
5:35:34 PM	131
5:35:35 PM	130.9
5:35:36 PM	130.8
5:35:37 PM	130.7
5:35:38 PM	130.6
5:35:39 PM	130.5
5:35:40 PM	130.5
5:35:41 PM	130.4
5:35:42 PM	130.4
5:35:43 PM	130.3
5:35:44 PM	130.3
5:35:45 PM	130.2
5:35:46 PM	130.2
5:35:47 PM	130.2
5:35:48 PM	130.2
5:35:49 PM	130.2
5:35:50 PM	130.1
5:35:51 PM	130
5:35:52 PM	130
5:35:53 PM	129.9
5:35:54 PM	129.8
5:35:55 PM	129.8
5:35:56 PM	129.7
5:35:57 PM	129.6
5:35:58 PM	129.7
5:35:59 PM	129.7
5:36:00 PM	129.7
5:36:01 PM	129.8
5:36:02 PM	129.7
5:36:03 PM	129.9
5:36:04 PM	129.8
5:36:05 PM	129.8
5:36:06 PM	129.8
5:36:07 PM	129.9
5:36:08 PM	129.8
5:36:09 PM	129.8
5:36:10 PM	129.8
5:36:11 PM	129.8
5:36:12 PM	129.8
5:36:13 PM	129.7
5:36:14 PM	129.6
5:36:15 PM	129.6
5:36:16 PM	129.6
5:36:17 PM	129.5
5:36:18 PM	129.5
5:36:19 PM	129.5
5:36:20 PM	129.5
5:36:21 PM	129.4
5:36:22 PM	129.4
5:36:23 PM	129.4
5:36:24 PM	129.4
5:36:25 PM	129.4
5:36:26 PM	129.4
5:36:27 PM	129.4
5:36:28 PM	129.4
5:36:29 PM	129.5
5:36:30 PM	129.6
5:36:31 PM	129.6
5:36:32 PM	129.7
5:36:33 PM	129.7
5:36:34 PM	129.7
5:36:35 PM	129.7
5:36:36 PM	129.7
5:36:37 PM	129.7
5:36:38 PM	129.6
5:36:39 PM	129.7
5:36:40 PM	129.7
5:36:41 PM	129.8
5:36:42 PM	129.8
5:36:43 PM	129.8
5:36:44 PM	129.8
5:36:45 PM	129.9
5:36:46 PM	129.9
5:36:47 PM	129.9
5:36:48 PM	129.9
5:36:49 PM	129.9
5:36:50 PM	129.9
5:36:51 PM	130.3
5:36:52 PM	130.2
5:36:53 PM	130.1
5:36:54 PM	130.1
5:36:55 PM	130.1
5:36:56 PM	129.9
5:36:57 PM	129.8
5:36:58 PM	129.7
5:36:59 PM	129.6
5:37:00 PM	129.7
5:37:01 PM	129.6
5:37:02 PM	129.6
5:37:03 PM	129.8
5:37:04 PM	129.7
5:37:05 PM	129.6
5:37:06 PM	129.7
5:37:07 PM	129.6
5:37:08 PM	129.6
5:37:09 PM	129.5
5:37:10 PM	129.5
5:37:11 PM	129.4
5:37:12 PM	129.4
5:37:13 PM	129.3
5:37:14 PM	129.3
5:37:15 PM	129.3
5:37:16 PM	129.3
5:37:17 PM	129.3
5:37:18 PM	129.3
5:37:19 PM	129.3
5:37:20 PM	129.2
5:37:21 PM	129.2
5:37:22 PM	129.2
5:37:23 PM	129.1
5:37:24 PM	129.1
5:37:25 PM	129.1
5:37:26 PM	129.2
5:37:27 PM	129.3
5:37:28 PM	129.2
5:37:29 PM	129.3
5:37:30 PM	129.3
5:37:31 PM	129.3
5:37:32 PM	129.3
5:37:33 PM	129.2
5:37:34 PM	142
5:37:35 PM	130.1
5:37:36 PM	130.2
5:37:37 PM	130.1
5:37:38 PM	130.2
5:37:39 PM	130.2
5:37:40 PM	130.3
5:37:41 PM	170.9
5:37:42 PM	140.6
5:37:43 PM	134.8
5:37:44 PM	134.3
5:37:45 PM	133.8
5:37:46 PM	133.5
5:37:47 PM	133.1
5:37:48 PM	132.9
5:37:49 PM	132.7
5:37:50 PM	132.5
5:37:51 PM	132.3
5:37:52 PM	132.1
5:37:53 PM	132
5:37:54 PM	131.8
5:37:55 PM	131.7
5:37:56 PM	131.6
5:37:57 PM	131.4
5:37:58 PM	131.4
5:37:59 PM	131.3
5:38:00 PM	131.2
5:38:01 PM	131.2
5:38:02 PM	131.2
5:38:03 PM	131.1
5:38:04 PM	131.1
5:38:05 PM	131.1
5:38:06 PM	131
5:38:07 PM	130.9
5:38:08 PM	130.9
5:38:09 PM	130.9
5:38:10 PM	130.9
5:38:11 PM	130.9
5:38:12 PM	130.9
5:38:13 PM	130.9
5:38:14 PM	130.8
5:38:15 PM	130.9
5:38:16 PM	130.9
5:38:17 PM	131
5:38:18 PM	131.1
5:38:19 PM	131.1
5:38:20 PM	131.1
5:38:21 PM	131.1
5:38:22 PM	131.6
5:38:23 PM	131.5
5:38:24 PM	131.5
5:38:25 PM	131.5
5:38:26 PM	131.4
5:38:27 PM	131.4
5:38:28 PM	131.3
5:38:29 PM	131.2
5:38:30 PM	131.2
5:38:31 PM	131.2
5:38:32 PM	131.2
5:38:33 PM	131.1
5:38:34 PM	131.1
5:38:35 PM	131
5:38:36 PM	131.1
5:38:37 PM	131
5:38:38 PM	131
5:38:39 PM	131.1
5:38:40 PM	131.3
5:38:41 PM	131.2
5:38:42 PM	131.2
5:38:43 PM	131.2
5:38:44 PM	131.6
5:38:45 PM	131.6
5:38:46 PM	131.5
5:38:47 PM	131.4
5:38:48 PM	131.4
5:38:49 PM	131.4
5:38:50 PM	131.6
5:38:51 PM	131.7
5:38:52 PM	131.7
5:38:53 PM	131.6
5:38:54 PM	131.6
5:38:55 PM	131.7
5:38:56 PM	131.7
5:38:57 PM	131.7
5:38:58 PM	131.6
5:38:59 PM	131.6
5:39:00 PM	131.8
5:39:01 PM	131.8
5:39:02 PM	131.8
5:39:03 PM	131.7
5:39:04 PM	131.6
5:39:05 PM	131.6
5:39:06 PM	131.6
5:39:07 PM	131.6
5:39:08 PM	131.5
5:39:09 PM	131.5
5:39:10 PM	131.5
5:39:11 PM	131.4
5:39:12 PM	131.3
5:39:13 PM	131.2
5:39:14 PM	131.1
5:39:15 PM	130.9
5:39:16 PM	130.8
5:39:17 PM	130.9
5:39:18 PM	130.8
5:39:19 PM	130.8
5:39:20 PM	130.7
5:39:21 PM	130.9
5:39:22 PM	130.9
5:39:23 PM	131
5:39:24 PM	131
5:39:25 PM	131.1
5:39:26 PM	131.2
5:39:27 PM	131.2
5:39:28 PM	131.2
5:39:29 PM	131.2
5:39:30 PM	131.3
5:39:31 PM	131.3
5:39:32 PM	131.2
5:39:33 PM	131.2
5:39:34 PM	131.1
5:39:35 PM	131.1
5:39:36 PM	131.1
5:39:37 PM	131
5:39:38 PM	131
5:39:39 PM	131
5:39:40 PM	131
5:39:41 PM	131.2
5:39:42 PM	131.2
5:39:43 PM	131.1
5:39:44 PM	131.1
5:39:45 PM	131.1
5:39:46 PM	131
5:39:47 PM	131
5:39:48 PM	130.9
5:39:49 PM	130.9
5:39:50 PM	130.9
5:39:51 PM	130.8
5:39:52 PM	130.8
5:39:53 PM	130.8
5:39:54 PM	130.8
5:39:55 PM	130.8
5:39:56 PM	130.7
5:39:57 PM	130.7
5:39:58 PM	130.7
5:39:59 PM	130.6
5:40:00 PM	130.6
5:40:01 PM	130.6
5:40:02 PM	130.6
5:40:03 PM	130.7
5:40:04 PM	130.6
5:40:05 PM	130.5
5:40:06 PM	130.6
5:40:07 PM	130.5
5:40:08 PM	130.5
5:40:09 PM	130.4
5:40:10 PM	130.4
5:40:11 PM	130.4
5:40:12 PM	130.4
5:40:13 PM	130.4
5:40:14 PM	130.4
5:40:15 PM	130.4
5:40:16 PM	130.4
5:40:17 PM	130.5
5:40:18 PM	130.5
5:40:19 PM	130.6
5:40:20 PM	130.6
5:40:21 PM	130.5
5:40:22 PM	130.5
5:40:23 PM	130.5
5:40:24 PM	130.8
5:40:25 PM	130.8
5:40:26 PM	130.8
5:40:27 PM	130.8
5:40:28 PM	130.7
5:40:29 PM	130.6
5:40:30 PM	130.6
5:40:31 PM	130.6
5:40:32 PM	130.5
5:40:33 PM	130.5
5:40:34 PM	130.5
5:40:35 PM	130.4
5:40:36 PM	130.5
5:40:37 PM	130.4
5:40:38 PM	130.4
5:40:39 PM	130.4
5:40:40 PM	130.5
5:40:41 PM	130.6
5:40:42 PM	130.7
5:40:43 PM	130.6
5:40:44 PM	130.6
5:40:45 PM	130.6
5:40:46 PM	130.5
5:40:47 PM	130.5
5:40:48 PM	130.5
5:40:49 PM	130.5
5:40:50 PM	130.5
5:40:51 PM	130.5
5:40:52 PM	130.5
5:40:53 PM	130.4
5:40:54 PM	130.4
5:40:55 PM	130.4
5:40:56 PM	130.4
5:40:57 PM	130.4
5:40:58 PM	130.5
5:40:59 PM	130.5
5:41:00 PM	130.6
5:41:01 PM	130.6
5:41:02 PM	130.7
5:41:03 PM	130.7
5:41:04 PM	130.7
5:41:05 PM	130.8
5:41:06 PM	130.8
5:41:07 PM	130.8
5:41:08 PM	130.7
5:41:09 PM	130.7
5:41:10 PM	130.7
5:41:11 PM	130.6
5:41:12 PM	130.6
5:41:13 PM	130.6
5:41:14 PM	130.6
5:41:15 PM	130.5
5:41:16 PM	130.5
5:41:17 PM	130.6
5:41:18 PM	130.5
5:41:19 PM	130.6
5:41:20 PM	130.6
5:41:21 PM	130.5
5:41:22 PM	130.5
5:41:23 PM	130.8
5:41:24 PM	130.8
5:41:25 PM	130.8
5:41:26 PM	130.8
5:41:27 PM	130.7
5:41:28 PM	130.6
5:41:29 PM	130.8
5:41:30 PM	130.8
5:41:31 PM	130.7
5:41:32 PM	130.7
5:41:33 PM	130.6
5:41:34 PM	130.5
5:41:35 PM	130.5
5:41:36 PM	130.6
5:41:37 PM	130.5
5:41:38 PM	130.5
5:41:39 PM	130.5
5:41:40 PM	130.6
5:41:41 PM	130.7
5:41:42 PM	130.7
5:41:43 PM	130.6
5:41:44 PM	130.6
5:41:45 PM	130.6
5:41:46 PM	130.6
5:41:47 PM	130.6
5:41:48 PM	130.6
5:41:49 PM	130.6
5:41:50 PM	130.6
5:41:51 PM	130.6
5:41:52 PM	130.6
5:41:53 PM	130.6
5:41:54 PM	130.5
5:41:55 PM	130.5
5:41:56 PM	130.5
5:41:57 PM	130.5
5:41:58 PM	130.5
5:41:59 PM	130.5
5:42:00 PM	130.6
5:42:01 PM	130.7
5:42:02 PM	130.8
5:42:03 PM	130.9
5:42:04 PM	130.9
5:42:05 PM	130.9
5:42:06 PM	130.9
5:42:07 PM	130.9
5:42:08 PM	130.9
5:42:09 PM	131
5:42:10 PM	131.1
5:42:11 PM	131
5:42:12 PM	130.9
5:42:13 PM	130.9
5:42:14 PM	130.9
5:42:15 PM	130.8
5:42:16 PM	130.8
5:42:17 PM	130.8
5:42:18 PM	130.8
5:42:19 PM	130.8
5:42:20 PM	130.8
5:42:21 PM	130.9
5:42:22 PM	130.8
5:42:23 PM	130.8
5:42:24 PM	130.8
5:42:25 PM	130.9
5:42:26 PM	130.9
5:42:27 PM	130.9
5:42:28 PM	131
5:42:29 PM	131.1
5:42:30 PM	131.1
5:42:31 PM	131
5:42:32 PM	130.9
5:42:33 PM	130.8
5:42:34 PM	130.8
5:42:35 PM	130.7
5:42:36 PM	130.8
5:42:37 PM	130.8
5:42:38 PM	130.7
5:42:39 PM	130.7
5:42:40 PM	130.7
5:42:41 PM	130.8
5:42:42 PM	130.9
5:42:43 PM	130.8
5:42:44 PM	130.8
5:42:45 PM	130.8
5:42:46 PM	130.8
5:42:47 PM	130.7
5:42:48 PM	131.1
5:42:49 PM	131.1
5:42:50 PM	131.1
5:42:51 PM	131
5:42:52 PM	131
5:42:53 PM	130.9
5:42:54 PM	130.8
5:42:55 PM	130.9
5:42:56 PM	130.8
5:42:57 PM	130.7
5:42:58 PM	130.6
5:42:59 PM	130.7
5:43:00 PM	130.7
5:43:01 PM	130.8
5:43:02 PM	130.8
5:43:03 PM	130.8
5:43:04 PM	130.8
5:43:05 PM	130.8
5:43:06 PM	130.8
5:43:07 PM	130.8
5:43:08 PM	130.7
5:43:09 PM	130.8
5:43:10 PM	130.8
5:43:11 PM	130.8
5:43:12 PM	130.8
5:43:13 PM	130.7
5:43:14 PM	130.8
5:43:15 PM	130.8
5:43:16 PM	130.8
5:43:17 PM	131
5:43:18 PM	130.9
5:43:19 PM	265.3
5:43:20 PM	219.3
5:43:21 PM	130.7
5:43:22 PM	130.7
5:43:23 PM	130.7
5:43:24 PM	130.7
5:43:25 PM	130.7
5:43:26 PM	130.7
5:43:27 PM	130.7
5:43:28 PM	130.8
5:43:29 PM	130.8
5:43:30 PM	130.9
5:43:31 PM	130.9
5:43:32 PM	131
5:43:33 PM	131
5:43:34 PM	131
5:43:35 PM	143.9
5:43:36 PM	130.7
5:43:37 PM	131.2
5:43:38 PM	131.1
5:43:39 PM	131.1
5:43:40 PM	131
5:43:41 PM	131
5:43:42 PM	131.2
5:43:43 PM	131.1
5:43:44 PM	131.2
5:43:45 PM	131.2
5:43:46 PM	131.3
5:43:47 PM	131.3
5:43:48 PM	131.3
5:43:49 PM	131.4
5:43:50 PM	131.5
5:43:51 PM	131.4
5:43:52 PM	131.4
5:43:53 PM	131.5
5:43:54 PM	131.3
5:43:55 PM	131.3
5:43:56 PM	131.2
5:43:57 PM	131.2
5:43:58 PM	131
5:43:59 PM	131.1
5:44:00 PM	131.1
5:44:01 PM	131
5:44:02 PM	131
5:44:03 PM	131
5:44:04 PM	131.1
5:44:05 PM	131.1
5:44:06 PM	131.1
5:44:07 PM	131.1
5:44:08 PM	131.2
5:44:09 PM	131.3
5:44:10 PM	131.3
5:44:11 PM	131.3
5:44:12 PM	131.2
5:44:13 PM	131.2
5:44:14 PM	131.2
5:44:15 PM	131.2
5:44:16 PM	131.2
5:44:17 PM	131.3
5:44:18 PM	131.3
